Statement,Label,word_count,avg_word_length,sentence_count,stop_words_count,noun_count,verb_count,adjective_count,adverb_count,pronoun_count,noun_verb_ratio,adj_adv_ratio,sentiment_polarity,sentiment_subjectivity,word2vec_average,unique_word_count,lexical_diversity,punctuation_count,uppercase_word_count,avg_sentence_length,exclamation_mark_count
"“By the time [a] baby turns one, he/she probably understands about 70 words.” (Let’s make sure they’re the good ones!)",fact,20,4.95,1,3,9,7,3,1,1,1.125,1.5,0.69,0.74,0.003046157,19,0.95,8,0,118,1
"Usually around their first birthday, babies are capable of comprehending up to 70 different words. So, keep on talking!",fact,19,5.32,2,6,3,4,3,2,1,0.6,1,0.05,0.4,0.004538318,19,1,4,0,59,1
It is generally accepted that between 19-21 months a child should have a vocabulary of around 20 words. That doesn’t mean 20 words in each language. It’s 20 words as a whole. ,fact,32,4.47,3,14,9,5,4,1,2,1.5,2,-0.02,0.53,0.004846857,27,0.84,4,0,57.33,0
By age 1 your child may not be able to say very many words but they can understand an average of 70 words. ,fact,23,3.65,1,11,5,3,2,2,2,1.25,0.666666667,0.33,0.56,0.005314108,23,1,1,0,106,0
"Around the 18th month mark you will notice your child’s working vocabulary suddenly explode. In fact, around this time the average toddler adds one new word to their vocab every two hours they are awake",fact,35,4.8,2,11,11,5,4,1,4,1.833333333,2,0,0.45,0.00401025,34,0.97,2,0,100.5,0
an easy way to incorporate another language is through TV.,fact,10,4.9,1,4,3,2,1,0,0,1,1,0.43,0.83,0.004232948,10,1,1,1,58,0
Children will take their first steps between the ages of 10 months and 18 months.,fact,15,4.47,1,6,5,1,1,0,1,2.5,1,0.25,0.33,0.00535604,15,1,1,0,81,0
"Children will always master large movements before they master smaller, more precise movements. For example, they will master movements involving their shoulders before mastering the pincer grasp.",fact,27,6.3,2,10,8,5,3,2,3,1.333333333,1,0.28,0.56,0.00311729,21,0.78,4,0,97.5,0
"Children learn one thing at a time. For example, a very active child who can stand up independently and walks at a very young age may speak later than his peers. His focus simply is not on language development.",fact,39,4.41,3,18,11,4,3,5,2,2.2,0.5,-0.01,0.36,0.004779054,35,0.9,4,0,69.33,0
An average baby will triple his birth weight in his first year,fact,12,4.25,1,5,4,1,2,0,2,2,2,0.05,0.37,0.003829025,11,0.92,0,0,62,0
"Just remember, in the middle of the night when you are feeding your baby whom you wish was fast asleep, he needs it! All that growing takes a lot of energy and a lot of nutrients. If we continued to grow at the rate we grew in the first year, we would be 315 pounds when we turned 20!!",fact,59,3.85,4,32,10,13,2,2,9,0.714285714,0.666666667,0.21,0.31,0.004976502,46,0.78,7,0,70.75,3
The logic of triple the birth weight ,fact,7,4.29,1,3,4,0,0,0,0,4,0,0,0,0.00498279,7,1,0,0,36,0
"According to a study, kids are triple the birth weight during the 1st year of birth. All that growing takes a lot of energy and a lot of nutrients. Now wonder, if this applies to your life throughout, you would be 315 pounds when you turned 20!!",fact,47,4.23,4,23,12,8,1,1,3,1.333333333,0.5,0,0,0.005048845,39,0.83,7,0,60.75,2
Psychological Facts of Children study says An average baby will triple his birth weight in his first year,fact,18,4.89,1,6,7,2,3,0,2,2.333333333,3,0.03,0.28,0.003829327,17,0.94,0,0,105,0
Flavor preferences learned in infancy can last for years ,fact,9,5.33,1,3,4,1,1,0,0,2,1,0,0.07,0.003678507,9,1,0,0,56,0
"Putting everything in their mouth is gross, but normal, toddler behavior. Toddlers explore the world through all of their senses, which means they will taste and touch things that most adults avoid.",fact,32,5.22,2,15,8,6,4,0,3,1.142857143,4,0.22,0.38,0.004638014,31,0.97,5,0,98.5,0
"Chess makes kids smart. It forces students to slow down, concentrate, use precise thinking, active both inductive and deductive reasoning, as well as recognizing difficult and complex patterns",fact,28,5.89,2,7,7,5,6,3,1,1.166666667,1.5,-0.11,0.59,0.00309391,26,0.93,5,0,95.5,0
More than 200 million children under 5 years are not fulfilling their developmental potential.,fact,14,5.79,1,6,3,2,2,1,1,1,1,0.25,0.75,0.00345225,14,1,1,0,94,0
"“Researchers have found strong evidence that very young children innately want to help, and if allowed to do so will continue helping, voluntarily, through the rest of childhood and into adulthood,” ",fact,31,5.42,1,15,8,8,2,4,0,0.888888889,0.4,0.28,0.63,0.004746223,29,0.94,4,0,198,0
Psychological Facts of Children study says Drama and comedy in the classroom encourage children to listen and participate,fact,18,5.78,1,6,8,3,1,0,0,2,1,0,0.1,0.005654895,17,0.94,0,0,121,0
"Before you offer your toddler a reward for their help, consider this: studies have shown that being rewarded for an act changes children’s attitudes towards the act, and discourages them from wanting to do it again on their own. A simple “thank you” or positive words of encouragement can be enough acknowledgement.",fact,52,5.08,2,26,13,12,6,1,7,1,3,0.21,0.6,0.004520895,50,0.96,5,1,157,0
SOCIAL EXPECTATION WITH EVERY STAGE OF DEVELOPMENT,fact,7,6.29,1,2,7,0,0,0,0,7,0,0.03,0.07,0.000585437,7,1,0,7,50,0
Every stage has a certain societal expectation. ,fact,7,5.86,1,2,2,1,2,0,0,1,2,0.21,0.57,0.00311782,7,1,1,0,47,0
The individual will be successful in fulfilling those expectations only if she/he is adhering to the rules and regulations of the family and society.,fact,24,5.25,1,14,6,5,1,1,0,1,0.5,0.25,0.78,0.00589648,22,0.92,2,0,149,0
A child learns to pump on a swing around 4–5 years old.,fact,12,3.67,1,4,3,2,1,0,0,1,1,0.1,0.2,0.004919999,12,1,1,1,55,0
A child’s sense of privacy usually begins around 8–9 years old.,fact,11,4.82,1,2,5,2,1,1,0,1.666666667,0.5,-0.07,0.23,0.003557941,11,1,1,1,63,0
Holding and stroking an infant helps release hormones that are important for its growth.,fact,14,5.36,1,6,3,5,1,0,1,0.5,1,0.4,1,0.004364369,14,1,1,0,88,0
Know How To Party,fact,4,3.5,1,2,3,0,0,0,0,3,0,0,0,0.000489452,4,1,0,0,17,0
"Babies and kids can laugh up to 300 times a day. Adults typically laugh at most, about 20 times a day. Time to get more in touch with that inner child, and really enjoy life like the little ones.",fact,39,4.03,3,15,12,3,3,6,0,3,0.428571429,0.26,0.34,0.004990486,33,0.85,5,0,64.33,0
A child’s brain has its most dramatic growth period from birth until the age of 5.,fact,16,4.19,1,8,8,1,1,1,1,4,0.5,0.03,0.55,0.004711064,16,1,1,1,82,0
Time To Catch Up,fact,4,3.25,1,2,1,1,0,0,0,0.5,0,0,0,0.000448315,4,1,0,0,16,0
"Babies are actually born a little underdeveloped when delivered. This is because there is only so much room in a woman’s womb. So, the first weeks of a newborn’s life, are kind of considered a ‘fourth trimester.’",fact,37,4.76,3,18,12,7,8,4,0,1.5,1.6,0.12,0.43,0.005028497,31,0.84,5,0,70,0
Pass On The Paddle,fact,4,3.75,1,2,2,0,0,0,0,2,0,0,0,0.001623345,4,1,0,0,18,0
"Spanking and IQ have a deep connection, according to some experts. Children who are disciplined with corporal punishment, typically have more struggles with developing certain skills, and lower IQ points. There are also some health concerns and higher stress levels too. Maybe ‘time out’ isn’t such a bad idea after all?",fact,51,5.29,4,19,19,8,8,4,0,2.111111111,1.6,0.01,0.52,0.004161841,43,0.84,7,2,79.25,0
"Need A Conscience. The idea of right and wrong are two concepts that a child does not understand, when under the age of one. Punishing a young one who doesn’t understand these concepts is pointless.",fact,35,4.69,3,17,9,7,4,1,0,1.125,2,-0.09,0.58,0.00515101,32,0.91,4,1,65.33,0
"Preschool children’s ability to resist temptation is a much better predictor of eventual academic success than their IQ scores. Additionally, children who are skilled at behavioral self-control show less anger, fear, and discomfort and higher empathy than their peers who are not",fact,42,5.67,2,16,14,6,7,5,2,2,1.166666667,0.1,0.25,0.004453465,37,0.88,5,1,139,0
Around the time your child enters grade school they will start to develop a conscious in regards to how their actions impact others. As this occurs children are better able to understand the difference between right and wrong,fact,38,4.95,2,17,11,6,3,1,3,1.571428571,1.5,0.18,0.61,0.005216041,35,0.92,1,0,112,0
A child can feel bored when their parents react almost 100 percent of the time they ask for something. Similarly it is desirable to use new words while speaking with them which they have not heard before. This will initiate the learning process in your child,fact,46,4.63,3,23,9,10,3,3,6,0.818181818,0.75,-0.12,0.62,0.005338674,43,0.93,2,1,85.33,0
Gardening improves children’s desire to learn and boosts their confidence. Gardening helped use up surplus energy in active kids by teachers or parents,fact,23,5.61,2,7,10,6,2,0,1,1.428571429,2,-0.13,0.6,0.004144371,22,0.96,1,0,75,0
"Kids are more highly strung today, with high school students showing the same level of anxiety as the average psychiatric patient in the 1950’s according to data survey.",fact,28,5.07,1,11,10,4,5,2,0,2,1.666666667,0.13,0.42,0.004509837,26,0.93,2,0,169,0
"Come Together.Children seem to develop best, when they have consistent contact with at least three, supportive and loving adult influences throughout their life. Positive family, friends, and community bonds are extremely important to a child’s success.",fact,36,6.06,2,12,14,5,6,1,2,2.333333333,3,0.34,0.53,0.004317692,34,0.94,7,0,126,0
Studies show that children do best when they have at least three loving and supportive adult influences in their lives.,fact,20,5,1,9,5,4,3,0,2,1,3,0.38,0.59,0.004966377,20,1,1,0,119,0
"Babies who are handled more in the earliest months of their lives are generally happier, less fussy toddlers as they feel more confident that you are there for them",fact,29,4.69,1,17,4,5,4,5,4,0.666666667,0.666666667,0.28,0.48,0.005737964,26,0.9,1,0,164,0
Colds and illnesses help build kids’ immune systems. ,fact,8,5.62,1,1,5,2,1,0,0,1.666666667,1,0,0,0.003104242,8,1,1,0,52,0
"Researchers suggest that the majority of parents fall within one of four different parenting styles: 1) authoritarian, 2) authoritative (which is more democratic than authoritarian, 3) permissive, and 4) uninvolved parenting. Of these four, authoritative parenting tends to result in children who are more happy, capable, and successful.",fact,48,6.04,2,16,9,9,7,2,0,0.9,2.333333333,0.42,0.72,0.004086831,42,0.88,14,0,168,0
"Loving, Authoritative Parents Win",fact,4,7.5,1,0,1,2,1,0,0,0.333333333,1,0.57,0.75,5.36E-05,4,1,1,0,33,0
"The latest research on parenting finds that the most effective parenting style is authoritative. An effective authoritative parent shows plenty of love and support but also sets limits, expectations, and follows through with fair consequences for poor behavior. Children raised under these conditions are more likely to become happy, confident and sufficient adults capable of succeeding out in the real world",fact,61,5.72,3,24,17,8,13,3,0,1.888888889,3.25,0.39,0.73,0.004112818,55,0.9,5,0,135.67,0
Parents who are more sensitive to their infants’ needs and respond quickly to emotional cues tend to raise children who are better at regulating their own emotions.,fact,27,5.11,1,13,7,6,4,2,2,1,1.333333333,0.34,0.71,0.005294193,22,0.81,1,0,164,0
Permissive parenting tends to result in children who rank low in happiness and self-regulation. They are more likely to experience problems with authority and perform poorly in school.,fact,28,5.61,2,12,7,6,3,2,1,1,1,0,0.58,0.005160351,24,0.86,3,0,91.5,0
Toddlers Are Most Active At 2,fact,6,4,1,3,2,1,0,1,0,1,0,0.18,0.55,0.001625045,6,1,0,0,29,0
"Ever heard the expression “terrible twos”? It comes from two main things that kids do at this age. Firstly, they are most active now than they will ever be again. Secondly, it’s also the age when they are in-between being dependent on parents and learning independence. So, they might be crying for your attention at one moment and running away from you the very next",fact,65,4.66,5,32,13,11,6,11,8,1.083333333,0.5,-0.05,0.42,0.004847128,55,0.85,8,0,72.6,0
"Somewhere between 2 and 3 years, they start preferring one hand over the other. ",fact,14,4.71,1,5,2,2,1,1,1,0.666666667,0.5,-0.12,0.38,0.003996248,14,1,2,0,79,0
"Copying the baby’s sounds and gestures starts a good communication game. It helps the caregiver to look closely at the child, be sensitive to the child’s sounds and movements, and follow – respond to – the child’s lead. Even before the child is able to speak, he delights in being able to communicate through his sounds and movements.",fact,58,4.78,3,26,21,12,6,2,3,1.615384615,2,0.28,0.63,0.005650993,41,0.71,6,0,110.67,0
Boys engage more in exploratory play while girls engage more in dramatic play.,fact,13,5.08,1,5,5,1,2,2,0,2.5,0.666666667,0.19,0.53,0.003842909,10,0.77,1,0,78,0
"Children who watch more than three hours of television, videos, or DVDs a day have a higher chance of conduct problems, emotional symptoms, and relationship problems by the time they are 7 than children who do not.",fact,37,4.81,1,17,12,5,3,1,1,2,1.5,0.25,0.55,0.005441488,33,0.89,5,0,214,0
"Children who watch more than three hours of television, videos, or DVDs a day have a higher chance of conduct problems, emotional symptoms, and relationship problems by the time they are 7 than children who do not.",fact,37,4.81,1,17,12,5,3,1,1,2,1.5,0.25,0.55,0.005441488,33,0.89,5,0,214,0
This is why passively observing ‘educational’ DVD’s such as Baby Einstein really doesn’t do much for babies. In fact a 2007 study found that viewing baby DVD’s for 1 hour every day actually decreased a baby’s scores on a language development test. This report on a 2010 study could not find any evidence that baby DVD viewing improves overall language or that words featured in the programming are learned,fact,69,4.88,3,25,32,13,4,5,0,2.285714286,0.666666667,0.04,0.31,0.003939839,56,0.81,2,1,134.33,0
"Studies have shown that if a kid watches more than 3 hours of videos or TV programs a day, they may have a greater chance of emotional, relationship, and conduct problems when they reach 7 years of age.",fact,38,4.34,1,17,13,5,3,0,2,2.166666667,3,0.33,0.55,0.005321482,32,0.84,4,1,202,0
"Infant educational television does not promote intellectual development, because infants respond to things that respond to them. Even the most advanced DVD does not respond to the specific cues of an infant.",fact,32,5.5,2,14,8,6,4,4,1,1.142857143,0.8,0.29,0.38,0.004402616,25,0.78,3,1,103,0
